_id,type,sourceId,url,firstPublishDate,lastPublishDate,lastModifiedDate,path,source,location,byLine,headline,body,section,mappedSection,thumbnail,livestorySourceId
h_de36383445c57a97dc0b9bceb2fa61ec,article,article_CDD0B31D-6B66-0A38-3297-AFC47CCECA78,https://www.cnn.com/2020/06/13/us/richmond-robert-e-lee-statue-trnd/index.html,2020-06-14T02:34:15Z,2020-06-14T02:37:18Z,2020-06-14T02:37:18Z,/2020/06/13/us/richmond-robert-e-lee-statue-trnd,cnn,,"By Connor Spielmaker and Leah Asmelash, CNN","Statue of Robert E. Lee gets a makeover, with Pride Flag and 'BLM' sign","Activists in Richmond, Virginia, projected the image of a pride flag and 'BLM' on a Confederate statue there Friday night in support of black LGBTQ+ rights. The statue of Confederate Gen. Robert E. Lee has been the site of many protests since the death of George Floyd and is the same one currently in legal limbo after the governor's order to remove it was met with a lawsuit. After multiple protests, the statue has been covered in multicolor spray paint with phrases like ""Black Lives Matter"" and ""Stop White Supremacy."" Earlier this month, Gov. Ralph Northam announced he would remove",us,US,https://cdn.cnn.com/cnnnext/dam/assets/200613213204-lgbtq-poc-pride-richmond-trnd-story-body.jpg,
h_db0669648e4254cbc2b3bc54e9716ec5,article,article_C3B24871-7399-9F18-2400-AF98A6CBE14A,https://www.cnn.com/2020/06/13/us/michael-bennett-roger-goodell-black-lives-matter-trnd/index.html,2020-06-13T22:50:15Z,2020-06-13T22:50:15Z,2020-06-13T22:50:15Z,/2020/06/13/us/michael-bennett-roger-goodell-black-lives-matter-trnd,cnn,,"By Dakin Andone, CNN","Roger Goodell saying Black Lives Matter is 'almost like a slap in the face,' Michael Bennett says","NFL defensive end Michael Bennett isn't buying Commissioner Roger Goodell's comments last week that the league believes Black Lives Matter. In an interview with The Daily Beast, Bennett, a free agent, said Goodell's video statement was ""almost like a slap in the face."" ""Black talent has been exploited at a high level in the NFL"" for decades, Bennett said in the interview, published Friday. ""He knows Black Lives Matter, because without black players, the NFL wouldn't be as lucrative as it is."" In his video statement, Goodell said the league should have listened earlier to players' concerns about racism. But",us,US,https://cdn.cnn.com/cnnnext/dam/assets/170907095439-michael-bennett-nfl-0907-story-body.jpg,
h_242164e5a90972cda47e40466dccc988,article,article_EA5F4A00-F1BC-8E43-B6A8-AB6A18CE185F,https://www.cnn.com/2020/06/13/opinions/make-juneteenth-a-national-holiday-now-joseph/index.html,2020-06-13T18:35:32Z,2020-06-13T19:24:31Z,2020-06-13T19:24:31Z,/2020/06/13/opinions/make-juneteenth-a-national-holiday-now-joseph,cnn,,Opinion by Peniel Joseph,Make Juneteenth a national holiday now,"Juneteenth, the annual commemoration of emancipation that has been celebrated in the African American community since June 19, 1865, should be a national federal holiday. On that day, in Galveston, Texas, a military officer informed African Americans that they had secured their freedom, more than two years after Abraham Lincoln issued the Emancipation Proclamation declaring ""all persons held as slaves"" in the rebelling Confederate states to be free. A national holiday commemorating Juneteenth would spur not only conversation about the origins of our current racial and political conflicts, but would also prompt vitally necessary education about white supremacy and its",opinions,OPINION,https://cdn.cnn.com/cnnnext/dam/assets/160719151736-peniel-joseph-new-headshot-story-body.jpg,
h_6138dc42502ffe35ccdbb3ff7d452d61,gallery,gallery_1496B3C6-83E9-A209-E2FF-8A61827B3BED,https://www.cnn.com/2020/06/06/world/gallery/intl-george-floyd-protests/index.html,2020-06-06T16:54:13Z,2020-06-13T19:22:57Z,2020-06-13T19:22:57Z,/2020/06/06/world/gallery/intl-george-floyd-protests,cnn,,,Protests across the globe after George Floyd's death,"French police clash with protesters during a Black Lives Matter protest in Paris on Saturday, June 13. Black Lives Matter supporters gather in Trafalgar Square in central London on June 13. People demonstrate against racism during a protest on June 13 in Lausanne, Switzerland. Protesters throw a statue of Edward Colston into Bristol Harbor in Bristol, England, on June 7. Colston was a 17th century slave trader. Police clash with protesters during a Black Lives Matter protest rally in Westminster, London on Sunday, June 7. A protester wearing a mask holds a cross with the name of George Floyd during",world,WORLD,https://cdn.cnn.com/cnnnext/dam/assets/200613142139-07-protests-0613-paris-story-body.jpg,
h_a013997b95e10e8e4fd99383ae7fcfcd,article,article_F21BC94B-791B-898C-0C5C-AA2AA23D1D5E,https://www.cnn.com/2020/06/13/politics/arizona-voters-trump-biden/index.html,2020-06-13T17:02:30Z,2020-06-13T17:44:45Z,2020-06-13T17:44:45Z,/2020/06/13/politics/arizona-voters-trump-biden,cnn,"Carefree, Arizona","By Kyung Lah and Kim Berryman, CNN",These lifelong Republicans may vote for Biden come November,"In this bedroom community north of Phoenix, two gray-haired white residents stand silently at a dusty intersection, holding up homemade signs in the blistering 100-plus-degree heat. It only takes a few minutes before Linda and Tom Rawles, holding ""Black Lives Matter"" and ""Justice 4 George"" signs, hear a clear and now familiar scream from a passing motorist -- suggesting this Republican-stronghold suburb of 4,000 is anything but free of cares. ""Every life matters!"" screams a woman from a red SUV. ""Get a f***ing life!"" A few minutes later, another driver waves an obscene gesture out of his window. The Rawleses",politics,POLITICS,https://cdn.cnn.com/cnnnext/dam/assets/200612163657-arizona-republican-voters-story-body.jpg,
h_3669a19e50afbc3d493262a91a36a771,article,article_08824E51-8E5C-F80C-99EB-9A12068FA5EA,https://www.cnn.com/2020/06/10/africa/stephanie-busari-george-floyd-race-privilege-africa/index.html,2020-06-10T10:00:34Z,2020-06-13T14:22:38Z,2020-06-13T14:22:38Z,/2020/06/10/africa/stephanie-busari-george-floyd-race-privilege-africa,cnn,"Lagos, Nigeria","By Stephanie Busari, CNN",What speaking to my daughter about George Floyd taught me about my race privilege as an African,"""Why didn't you tell me, mummy? I'm so upset!"" ""Tell you what?"" ""About George Floyd."" My heart skipped a beat. My daughter is nine, and I had hoped to shield her from the brutality of that video. ""I wanted to protect you,"" I replied, completely taken aback by the conversation. ""But mummy, you have to tell me these things. I have to be ready to deal with this because I am black."" My little girl is already preparing herself for the hatred of others, simply because of her skin color. ""Is this why we moved to Nigeria?"" she asked. I",africa,WORLD,https://cdn.cnn.com/cnnnext/dam/assets/200609202525-grace-busari-3-story-body.jpg,
h_98356279c05896e399e5231aa441a1ae,article,article_05681EA5-231C-A897-4E3E-A9DA42870FBC,https://www.cnn.com/2020/06/13/politics/what-matters-june-12/index.html,2020-06-13T10:57:16Z,2020-06-13T10:57:16Z,2020-06-14T00:25:41Z,/2020/06/13/politics/what-matters-june-12,cnn,,"Analysis by Zachary B. Wolf, CNN",2020 is a watershed year -- for better or worse,"2020 has the feel of a year that we'll be re-analyzing, puzzling over and arguing about for a long, long time. There are other years that stand out in US history. In the introduction to a recent book about the importance of 1968, the journalist Hendrik Hertzberg wrote of the 1960s: ...it is universally recognized that 1968 was the peak year -- the climactic year, a singular year, a year of events and sensations that cascaded with an intensity that was sometimes unbearable, sometimes ecstatic. In a modest way, 1968 was the kind of year that pushes history in some",politics,POLITICS,https://cdn.cnn.com/cnnnext/dam/assets/200609224322-04-washington-dc-george-floyd-protest-0609-story-body.jpg,
h_aa8e7178f696ee1ea484d2c7660e8893,article,article_0FDBFD71-AC74-36A8-A2FF-AA4D18736593,https://www.cnn.com/2020/06/13/us/changes-from-protests-george-floyd-trnd/index.html,2020-06-13T10:43:24Z,2020-06-13T10:43:24Z,2020-06-14T00:26:26Z,/2020/06/13/us/changes-from-protests-george-floyd-trnd,cnn,,"By Scottie Andrew and Leah Asmelash, CNN",The race-related things that have changed since protests began around George Floyd's death,"As protests around the world continue over police brutality and the deaths of Breonna Taylor and George Floyd, change is happening across the US. This article outlines some changes taking place in public life and police departments. But it doesn't get into the other side of everything: the conversations, self-reflection and education happening around the country around institutional racism in the US. And though it's still unclear what changes will actually have a lasting effect, these are some of the ways we're starting to see a shift. Police departments General reform: Minneapolis has banned the use of choke holds, as",us,US,https://cdn.cnn.com/cnnnext/dam/assets/200612163535-minneapolis-police-members-trnd-story-body.jpg,
h_cf04d24a3df96576cee940e62be4f61c,article,article_C3B417B3-3708-E37C-2E7C-91A2977C5367,https://www.cnn.com/2020/06/13/us/influencers-protests-backlash-trnd/index.html,2020-06-13T10:00:14Z,2020-06-13T10:00:14Z,2020-06-13T10:00:14Z,/2020/06/13/us/influencers-protests-backlash-trnd,cnn,,"By Fernando Alfonso III, CNN",Some influencers spark backlash after using protests as backdrop for their content,"Kris Shettsel joined thousands of others earlier this month, carrying a sign in solidarity while marching through the streets of Downtown Los Angeles at a demonstration following the death of George Floyd. But the YouTube creator, who was born in Russia, also brought a camera with her to film the experience, with plans to share it with her 54,000 YouTube subscribers and 240,000 Instagram followers later. Floyd, a 46-year-old black man, died at the hands of Minneapolis police in late May. When video of the incident surfaced, it sparked protests across the globe with people taking to the streets to",us,US,https://cdn.cnn.com/cnnnext/dam/assets/200607211143-social-media-protests-video-instagram-influencers-story-body.jpg,
h_426ddc1c2f429bc7af3ce38889897314,article,article_70FC5EA1-0836-7241-7E0B-A18350803BAF,https://www.cnn.com/2020/06/13/us/asian-americans-blm-conversations-trnd/index.html,2020-06-13T09:00:20Z,2020-06-13T09:00:20Z,2020-06-13T09:00:20Z,/2020/06/13/us/asian-americans-blm-conversations-trnd,cnn,,"By Alisha Ebrahimji, Alicia Lee CNN",Meet the Asian Americans helping to uproot racism in their communities,"It's a common rule in Asian American households: Don't bring home a black boyfriend or girlfriend. And it's an order many young Asian Americans ridicule or challenge when talking with their parents. But it helps illustrate the racism and anti-blackness characteristic of some older Asian immigrants. Joyce Kang, a 30-year-old Korean American from Washington, D.C., has heard her friends share similar experiences. ""Dating or marrying a black person is not preferred within the Korean community,"" Kang told CNN. ""People have heard that said to them directly from their parents."" But George Floyd's death and nationwide protests supporting the Black Lives",us,US,https://cdn.cnn.com/cnnnext/dam/assets/200611150132-01-asian-americans-blm-restricted-story-body.jpg,
h_8f5200a762f5ee5cd90b1f943cd0028e,article,article_186E52BF-04DE-1101-5386-A874A4DC3C58,https://www.cnn.com/2020/06/13/world/europe-colonialism-racism-history-intl/index.html,2020-06-13T04:12:30Z,2020-06-13T08:39:02Z,2020-06-13T08:39:02Z,/2020/06/13/world/europe-colonialism-racism-history-intl,cnn,"London and Bristol, England","By Angela Dewan and Mick Krever, CNN",An American policeman killed George Floyd. Now Europe is re-examining its colonial history,"At an old stone harbor in the English city of Bristol, young people gather at a bent railing by the water and peer into the murky deep. They're looking for the defaced statue of the 17th century slave trader Edward Colston. And just maybe, they're looking at an era gone by. Protesters last weekend wrenched Colston's statue from the plinth, rolled it down cobbled streets and tossed it into the very same waters on which his ships arrived hundreds of years ago, carrying shackled African men, women and children for him to sell on as slaves in the Americas. The",world,WORLD,https://cdn.cnn.com/cnnnext/dam/assets/200612173056-01-europe-colonialism-congo-lumumba-story-body.jpg,
h_f75bfbd088d73cf24b1f0952ef9f08cc,article,article_88B63D48-D7BB-A343-E803-A422DC92006A,https://www.cnn.com/us/live-news/george-floyd-protests-06-12-20/index.html,2020-06-12T04:28:05Z,2020-06-13T04:08:20Z,2020-06-13T04:08:20Z,/us/live-news/george-floyd-protests-06-12-20,cnn,,"By Melissa Macaya, Meg Wagner, Jessie Yeung, Steve George, Helen Regan and Laura Smith-Spark, CNN",June 12 Black Lives Matter protests,"Our live coverage of the Black Lives Matter protests has moved here. Vickey Scott, whose son Derrick died after being arrested and telling police ""I can't breathe,"" said the renewed interest in her son's death has been difficult ""because I did not know the truth from the beginning."" Oklahoma City police this week released body-camera video of the 2019 incident, when Derrick Scott was arrested. He died not long after, saying repeatedly during the encounter that he couldn't breathe. The police footage of Derrick Scott's arrest was released to media after a recent Black Lives Matter protest in front of",us,US,https://cdn.cnn.com/cnnnext/dam/assets/200608165002-04-george-floyds-face-in-different-countries-story-body.jpg,livestory_20afcba9-e9b6-4a3f-843f-f72f1f7069db
h_3362a65ccaed129b7c467f3d88accfe8,article,article_C46E12C4-91B8-FD8E-EB46-A9E137479E05,https://www.cnn.com/2020/06/12/opinions/great-awakening-empathy-solidarity-george-floyd-jones/index.html,2020-06-13T03:31:18Z,2020-06-13T03:31:18Z,2020-06-13T03:31:18Z,/2020/06/12/opinions/great-awakening-empathy-solidarity-george-floyd-jones,cnn,,"Opinion by Van Jones, Host",Welcome to the 'Great Awakening',"In the wake of George Floyd's killing, the Movement for Black Lives -- already a massive global force -- has succeeded in birthing a phenomenon infinitely larger than itself. It can only be called a ""Great Awakening"" of empathy and solidarity, one without historical precedent. Once feared, dismissed and reviled, Black Lives Matter has suddenly become one of the world's most beloved brands, with exponentially growing support. Its protests have quickly grown into a cultural tsunami that is sweeping through media, the academy, houses of worship, Hollywood and even corporate board rooms. This new, building force may someday change the",opinions,OPINION,https://cdn.cnn.com/cnnnext/dam/assets/140929121432-van-jones-profile-image-story-body.jpg,
h_bfd05af2a5e8b89dfb6d56a2ed1e26bb,article,article_5F795534-A962-A131-372E-AA856D91DA7E,https://www.cnn.com/2020/06/12/us/videos-jail-custody-death-sterling-higgins-invs/index.html,2020-06-13T00:15:11Z,2020-06-13T01:09:24Z,2020-06-13T01:09:24Z,/2020/06/12/us/videos-jail-custody-death-sterling-higgins-invs,cnn,,"By Bob Ortega, Nelli Black and Drew Griffin, CNN",Videos raise question about in-custody death deemed an 'accident' by Tennessee officials,"Within hours of his call to 911 outside a convenience store, Sterling Higgins lay dead, after video shows him being forcibly restrained on the floor at the Obion County Jail in Union City, Tennessee. A surveillance camera video from that morning, 15 months ago, shows a correctional officer gripping Higgins' neck and head for nearly six minutes, and part of that time his arresting officer with one foot on him. Then, Higgins' limp body was dragged to a restraint chair and wheeled into a cell. The video, submitted in a wrongful death lawsuit filed in federal district court in Tennessee,",us,US,https://cdn.cnn.com/cnnnext/dam/assets/200612132138-02-sterling-higgins-story-body.jpg,
h_f576f1ab7f0c6195724cd79c39fdeaff,article,article_34EFDC5E-8790-49E5-89D3-A4230DF00913,https://www.cnn.com/world/live-news/coronavirus-pandemic-06-12-20-intl/index.html,2020-06-11T20:22:34.277Z,2020-06-13T00:28:22.110Z,2020-06-13T00:28:22.110Z,/world/live-news/coronavirus-pandemic-06-12-20-intl,cnn,,"By Jessie Yeung, Steve George, Helen Regan and Laura Smith-Spark, CNN",June 12 coronavirus news,"Our live coverage of the coronavirus pandemic has ended for the evening. Dr. Anthony Fauci finally admitted he is tired. “It’s exhausting,” Fauci, director of the National Institute of Allergy and Infectious Disease and the chief US scientific spokesperson on the pandemic, told CNN’s Wolf Blitzer on the Situation Room Friday. “It's the adrenaline of what you're trying to do that drives you,” Fauci said. “I'm chronically fatigued. I don't get a lot of sleep,” added Fauci, who has made nonstop rounds of television appearances and media interviews since the pandemic started. “As you can hear from my voice, I'm",world,WORLD,https://cdn.cnn.com/cnnnext/dam/assets/200213175739-03-coronavirus-0213-story-body.jpg,livestory_26211c75-70a0-4f68-8c3e-0ad485007d43
h_205ae8974bfaa61b910a6d65d0e4a4df,article,article_A6974B82-E3A8-E911-0681-AA209CC8E256,https://www.cnn.com/2020/06/12/politics/north-carolina-man-threat-burn-black-church/index.html,2020-06-13T00:14:51Z,2020-06-13T00:14:51Z,2020-06-13T00:14:51Z,/2020/06/12/politics/north-carolina-man-threat-burn-black-church,cnn,Washington,"By David Shortell and Caroline Kelly, CNN","North Carolina man threatened to burn down black church after searching for connections to Floyd protests, authorities say","Authorities arrested a North Carolina man after he allegedly called and threatened to set on fire a predominantly black church with ties to a peaceful demonstration over the death of George Floyd. ""You (racial slur) need to shut up,"" John Malcolm Bareswill told church members Sunday morning before threatening to burn the church in a call that was put on speakerphone and overheard by two adult parishioners and several children, according to prosecutors. A minister at the Virginia Beach, Virginia, church, which is not named, had participated in a prayer vigil and peaceful demonstration days earlier that marked Floyd's death,",politics,POLITICS,https://cdn.cnn.com/cnnnext/dam/assets/200612191242-john-malcolm-bareswill-mugshot-story-body.jpg,
h_d4d6e36d5fe1958cd07ccfbd5134aaee,article,article_A9764665-D01A-4561-78CD-AA2B6E42EE9C,https://www.cnn.com/2020/06/12/us/fitness-trainer-fired-i-cant-breathe-workout/index.html,2020-06-12T21:43:09Z,2020-06-12T23:44:02Z,2020-06-12T23:44:02Z,/2020/06/12/us/fitness-trainer-fired-i-cant-breathe-workout,cnn,,"By Kay Jones, CNN",Fitness trainer fired for 'I Can't Breathe' workout,"A fitness trainer who worked for Anytime Fitness in Wauwatosa, Wisconsin, has been fired after promoting an ""I Can't Breathe"" workout, according to a statement from the franchise. The owners of the Wauwatosa franchise announced via a statement on their Facebook page Thursday evening that the trainer has been terminated. The trainer was not identified. In a video posted on the franchise's Facebook page on Wednesday, co-owner John Mathie said he shares and understands ""the outrage, based on the actions of the past 24 hours."" He and his business partner, Jen Dunnington, said that the franchise would be the first",us,US,https://cdn.cnn.com/cnnnext/dam/assets/200612165230-fitness-trainer-fired-story-body.jpg,
h_c1d31a6d9e02d51125cf97ed6e35c78f,article,article_57BEF1AC-EE82-7B89-99FC-A81616CA6DC0,https://www.cnn.com/2020/06/12/us/oklahoma-city-derrick-scott/index.html,2020-06-12T16:53:33Z,2020-06-12T21:18:08Z,2020-06-12T21:18:08Z,/2020/06/12/us/oklahoma-city-derrick-scott,cnn,,"By Alta Spells, Jessica King and Jason Hanna, CNN",Oklahoma City police release video of 2019 deadly arrest after protesters demand it,"Oklahoma City police this week released body-camera video of a 2019 arrest of an armed black man who died not long after saying repeatedly during the encounter that he couldn't breathe -- footage that protesters had recently demanded. The police footage of Derrick Scott's arrest was released to news media after demonstrators demanded the video in a recent Black Lives Matter protest in front of a city police station. The demand came amid national uproar over last month's death in Minneapolis of George Floyd, who was not armed and had pleaded that he couldn't breathe as officers restrained him during",us,US,https://cdn.cnn.com/cnnnext/dam/assets/200612091329-oklahoma-police-incident-01-story-body.jpg,
